age,education,black,hispanic,married,nodegree,re74,re75,re78
20,12,0,0,1,0,3317.0390625,7293.77392578125,19067.109375
39,12,1,0,1,0,21640.099609375,18418.83984375,25564.669921875
26,12,1,0,0,0,13783.4404296875,23211.529296875,25564.669921875
28,12,0,0,1,0,0,25243.55078125,650.19970703125
50,8,0,0,1,1,20057.009765625,22819.44921875,25564.669921875
24,12,0,0,1,0,3074.090087890625,9096.62890625,3997.25
45,8,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
24,12,0,0,1,0,4851.14501953125,0,93.096771240234375
21,12,0,0,1,0,14257.580078125,15144.33984375,0
42,12,0,0,1,0,21651.859375,18825.240234375,24052.9609375
18,11,0,0,0,1,2080.740966796875,3104.4189453125,4703.60400390625
30,12,0,0,1,0,17931.2109375,15178.349609375,16602.259765625
32,12,0,0,1,0,25378.380859375,25243.55078125,25564.669921875
43,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
26,17,0,0,1,0,11481.2998046875,8002.7421875,14283.7099609375
53,13,0,0,1,0,25862.3203125,19109.900390625,25564.669921875
18,13,0,0,0,0,4404.43212890625,11085.6796875,15934.330078125
53,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
45,12,0,0,1,0,25862.3203125,23349.390625,25564.669921875
21,10,0,1,1,1,8119.2021484375,10376.7099609375,15050.650390625
26,16,0,0,1,0,11353.9501953125,14304.6796875,15774.73046875
49,8,0,0,1,1,8444.4404296875,909.48388671875,12486.7900390625
29,12,0,0,1,0,885.588623046875,0,279.2903137207031
53,15,0,0,1,0,0,0,0
46,10,0,0,1,1,8514.9736328125,9733.984375,6351.26904296875
41,9,0,0,0,1,23209.470703125,22466.759765625,25564.669921875
51,7,0,0,1,1,25862.3203125,25220.26953125,25564.669921875
36,12,0,0,1,0,3985.14892578125,601.54840087890625,0
47,12,0,0,1,0,0,0,0
25,16,0,0,1,0,21261.9609375,22516.890625,25564.669921875
43,14,1,0,0,0,25862.3203125,25243.55078125,25564.669921875
16,9,0,0,1,1,0,0,6374.912109375
22,14,0,0,0,0,13232.8896484375,9631.9345703125,20190.1796875
33,16,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
23,13,0,0,1,0,11777.150390625,15181.9404296875,20398.5390625
31,16,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
23,12,0,0,1,0,17964.51953125,16517.51953125,25297.19921875
27,12,0,0,1,0,0,0,35.46543884277344
41,8,0,0,1,1,20646.75,16116.48046875,19594.650390625
34,12,0,0,1,0,8689.34765625,0,2983.530029296875
19,12,0,0,0,0,2057.22998046875,3586.01611328125,1604.81103515625
42,12,0,0,1,0,0,580.06451416015625,0
33,16,0,0,0,0,0,537.0968017578125,0
34,13,1,0,1,0,5192.05712890625,13561.6904296875,21687.119140625
16,9,1,0,0,1,0,0,0
31,12,0,0,1,0,25862.3203125,25243.55078125,23098.33984375
22,12,0,1,1,0,20682.01953125,24146.080078125,25564.669921875
41,11,1,0,1,1,4839.38916015625,821.75811767578125,0
54,6,1,0,1,1,20376.369140625,24391.349609375,23070.26953125
25,15,0,0,0,0,2505.902099609375,3956.613037109375,7087.1767578125
55,4,0,0,1,1,24377.19921875,20026.55078125,20398.5390625
19,11,1,0,0,1,0,0,7762.498046875
20,9,1,0,0,1,0,0,6083.7998046875
26,6,0,1,1,1,15370.4501953125,21537.580078125,14545.259765625
35,18,0,0,1,0,4329.97998046875,19541.369140625,0
39,9,0,0,1,1,14173.33984375,5625.19384765625,10661.7998046875
52,13,0,0,1,0,0,0,0
17,11,0,0,0,1,0,0,0
17,10,0,0,0,1,0,0,7260.07080078125
40,12,0,0,1,0,17964.51953125,23827.400390625,25564.669921875
29,12,0,0,1,0,19277.23046875,19725.76953125,11285.400390625
17,9,1,0,0,1,0,297.1935119628906,54.675880432128906
20,12,1,0,0,0,0,0,0
39,11,1,0,1,1,22811.740234375,19247.759765625,25564.669921875
18,11,1,0,0,1,0,0,0
28,14,1,0,0,0,0,1063.4520263671875,0
45,12,0,0,1,0,25862.3203125,23356.55078125,25165.6796875
30,13,0,0,1,0,13516.98046875,14369.1298828125,15850.099609375
50,12,0,0,1,0,23315.26953125,25243.55078125,24703.16015625
16,10,0,0,0,1,0,69.82257843017578,1259.02294921875
44,16,0,0,1,0,25860.359375,25243.55078125,25564.669921875
38,17,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
50,14,0,0,1,0,25862.3203125,14650.2099609375,25564.669921875
17,11,0,0,0,1,1263.72705078125,3449.951904296875,10020.4599609375
18,11,0,0,0,1,2276.66796875,657.04840087890625,6218.27294921875
22,11,0,0,1,1,3030.986083984375,1976.5159912109375,0
28,11,0,0,1,1,21720.4296875,11474.1796875,10153.4599609375
18,12,0,0,0,0,10458.5703125,9653.4189453125,10964.73046875
21,10,0,0,0,1,1767.259033203125,1555.7900390625,7675.31201171875
26,16,0,0,1,0,0,2114.37109375,9104.2734375
34,15,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
46,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
18,12,0,0,0,0,3507.087890625,3526.93505859375,11252.8896484375
27,14,0,0,1,0,23197.720703125,24298.259765625,0
41,13,0,0,1,0,25862.3203125,0,0
30,17,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
39,12,0,0,1,0,0,0,0
18,10,0,0,0,1,1769.218017578125,4329,6911.3271484375
16,8,0,0,0,1,31.348270416259766,21.483869552612305,6868.47314453125
49,15,0,0,1,0,25862.3203125,25243.55078125,9238.7470703125
18,11,0,0,0,1,80.32994079589844,1946.0810546875,5967.06005859375
24,12,0,0,1,0,18278,18612.189453125,24664.73046875
28,12,0,0,1,0,12110.23046875,13393.400390625,13781.2802734375
25,15,0,0,1,0,23015.509765625,19335.48046875,16139.73046875
23,13,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
51,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
23,10,0,0,1,1,9864.908203125,5967.14501953125,1046.22998046875
35,12,0,0,1,0,19506.4609375,14442.5302734375,25564.669921875
16,11,1,0,0,1,4139.93115234375,4502.6611328125,10293.83984375
25,10,0,0,1,1,20325.4296875,18254.130859375,16622.94921875
50,9,0,0,1,1,0,0,0
18,9,0,0,0,1,3285.68994140625,3174.241943359375,633.9447021484375
35,11,0,0,1,1,25817.259765625,25243.55078125,25564.669921875
36,11,0,0,1,1,0,0,0
46,8,0,0,1,1,23360.33984375,18046.44921875,20284.75
48,12,0,0,1,0,25862.3203125,11051.66015625,21673.8203125
45,11,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
18,12,0,0,0,0,1122.6600341796875,0,25564.669921875
24,16,0,0,0,0,0,0,630.98919677734375
22,14,0,0,0,0,8769.677734375,15808.5498046875,22139.30078125
47,12,0,0,1,0,23452.419921875,22490.029296875,20711.8203125
23,12,0,0,0,0,19104.810546875,470.85479736328125,12639
48,8,0,0,1,1,25862.3203125,23752.2109375,22205.80078125
39,16,0,0,1,0,22609.939453125,22244.759765625,4857.287109375
37,4,0,0,0,1,13526.7802734375,13140.9697265625,8715.630859375
49,5,0,0,1,1,25862.3203125,25243.55078125,0
21,12,0,0,0,0,15237.2197265625,14797.01953125,15295.9501953125
41,12,0,0,1,0,25862.3203125,23907.970703125,25564.669921875
49,9,0,0,1,1,25691.869140625,23105.900390625,25564.669921875
54,12,0,0,1,0,25862.3203125,25243.55078125,0
48,14,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
32,12,0,0,1,0,24868.970703125,23881.109375,25564.669921875
29,13,0,0,0,0,16201.1796875,14404.9404296875,16405.720703125
55,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
29,18,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
26,12,0,0,1,0,0,111,0
39,14,0,0,1,0,25862.3203125,22020.970703125,25564.669921875
43,16,0,0,1,0,977.674072265625,0,0
27,12,0,0,1,0,24324.30078125,25243.55078125,25564.669921875
22,12,1,0,1,0,9729.71875,7372.5478515625,2231.366943359375
28,16,0,0,0,0,3465.943115234375,9651.62890625,2098.3720703125
22,17,0,0,0,0,31.348270416259766,0,9630.34375
19,11,0,0,1,1,39.185340881347656,4744.35498046875,39.89862060546875
41,18,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
23,12,0,0,1,0,10021.650390625,3441,16067.3203125
16,9,0,0,1,1,920.85540771484375,0,15997.8701171875
46,8,0,0,0,1,18466.08984375,19523.470703125,20496.0703125
30,12,0,0,1,0,19149.869140625,18558.48046875,25564.669921875
46,8,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
28,10,1,0,1,1,16926.109375,17606.029296875,20116.2890625
32,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
40,9,0,0,1,1,25862.3203125,19245.970703125,23453
44,16,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
17,10,0,0,0,1,0,372.3870849609375,654.63287353515625
41,8,0,0,1,1,19908.109375,15112.1103515625,10537.669921875
22,12,0,0,1,0,18477.849609375,12432,11483.41015625
28,10,0,0,1,1,10415.4599609375,5544.62890625,10289.41015625
55,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
33,14,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
43,12,0,0,1,0,0,21.483869552612305,0
30,16,1,0,1,0,19357.560546875,20995.109375,20951.2109375
43,13,1,0,1,0,20002.150390625,10093.83984375,19959.650390625
50,11,0,0,1,1,14234.0703125,14857.8896484375,13468
30,13,0,0,1,0,20250.98046875,10024.01953125,12095.1904296875
29,15,0,0,1,0,6734,2182.403076171875,5563.64111328125
52,8,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
55,18,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
19,13,0,0,0,0,4659.13623046875,3100.839111328125,2068.81689453125
24,14,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
27,18,1,0,0,0,14527.9599609375,21960.099609375,25564.669921875
33,16,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
43,13,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
21,12,0,0,0,0,9688.57421875,234.5323028564453,0
34,11,0,0,1,1,20203.9609375,17294.51953125,22433.369140625
22,12,0,0,1,0,11385.2998046875,11270.080078125,0
28,12,0,0,1,0,11826.1298828125,2945.0810546875,20447.30078125
34,13,0,0,1,0,23424.990234375,25243.55078125,25564.669921875
36,15,0,0,0,0,20901.4609375,21696.919921875,22581.140625
34,13,0,0,1,0,23836.439453125,24795.970703125,25564.669921875
34,14,0,0,1,0,0,0,2365.840087890625
32,12,0,0,1,0,25401.890625,6325.2099609375,659.06610107421875
29,12,0,0,1,0,0,6357.43505859375,4600.1630859375
30,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
28,12,0,0,0,0,25862.3203125,25243.55078125,25564.669921875
21,12,0,0,0,0,14324.2001953125,2028.43505859375,2073.25
20,12,0,0,0,0,19.592670440673828,359.85479736328125,0
40,12,0,0,1,0,25862.3203125,25243.55078125,18109.5390625
27,12,0,0,1,0,18803.080078125,21874.16015625,25311.98046875
28,12,1,0,1,0,23395.599609375,20470.55078125,25564.669921875
38,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
48,16,0,0,1,0,25862.3203125,25243.55078125,5526.69677734375
18,11,0,0,0,1,3058.4150390625,2803.64501953125,13058.669921875
27,16,0,0,0,0,15834.7900390625,15701.1298828125,16500.2890625
34,18,0,0,0,0,14526,13892.900390625,13003.990234375
31,13,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
21,12,0,0,0,0,12035.7802734375,13658.3701171875,21862.9609375
22,15,0,0,1,0,2123.844970703125,862.93548583984375,24175.609375
48,13,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
41,12,0,0,1,0,17172.970703125,23813.080078125,15189.5498046875
35,13,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
46,12,0,0,1,0,19147.91015625,18359.759765625,25564.669921875
21,12,0,0,0,0,13074.1904296875,14152.5,10830.259765625
27,12,0,0,1,0,19555.439453125,19942.400390625,25564.669921875
21,11,0,0,0,1,6093.31982421875,3774,13091.1796875
21,12,0,0,0,0,9038.09765625,8068.98388671875,4418.40185546875
54,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
53,13,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
44,13,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
17,11,0,0,0,1,2068.986083984375,1962.1939697265625,0
27,12,0,0,1,0,25862.3203125,22593.869140625,25564.669921875
30,12,0,0,1,0,24191.0703125,25243.55078125,23451.51953125
46,12,0,0,1,0,13867.6904296875,12782.900390625,15545.6796875
22,12,0,0,0,0,0,2909.27392578125,20392.630859375
34,12,0,0,1,0,21961.419921875,17244.390625,0
38,12,0,0,1,0,10039.2802734375,8761.8388671875,25564.669921875
19,12,0,0,0,0,10319.4599609375,25243.55078125,25564.669921875
26,11,0,0,1,1,25862.3203125,13404.150390625,17556.869140625
25,12,0,0,0,0,23327.029296875,3842.031982421875,9290.466796875
31,12,0,0,1,0,21600.919921875,25243.55078125,25564.669921875
31,12,0,0,0,0,6735.958984375,73.403228759765625,17599.720703125
22,12,0,0,1,0,12153.330078125,14913.3896484375,17481.509765625
29,16,0,0,1,0,25186.369140625,25243.55078125,25564.669921875
53,15,0,0,0,0,12121.98046875,18993.529296875,8244.2373046875
22,15,0,0,0,0,474.1426086425781,4013.903076171875,25564.669921875
32,11,0,0,1,1,18325.01953125,24756.580078125,25564.669921875
53,8,0,0,1,1,20844.640625,21720.189453125,25564.669921875
40,12,0,0,1,0,25862.3203125,25243.55078125,24750.439453125
19,13,0,0,0,0,2766.485107421875,818.17742919921875,0
51,16,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
34,13,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
42,8,0,0,1,1,19026.439453125,17940.8203125,17793.310546875
30,11,0,0,0,1,1614.43603515625,7213.2099609375,6269.994140625
36,16,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
38,6,1,0,1,1,15119.66015625,14387.0302734375,16218.0498046875
37,12,0,0,1,0,20086.400390625,19421.419921875,22737.779296875
34,15,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
44,8,0,0,1,1,14708.2197265625,17194.259765625,22897.369140625
47,11,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
32,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
45,12,0,0,1,0,18109.5,7306.30615234375,21329.509765625
28,18,0,0,0,0,14522.08984375,8663.37109375,16643.630859375
18,12,0,0,0,0,3256.301025390625,1960.4029541015625,7285.19189453125
32,12,0,0,1,0,25862.3203125,17432.369140625,25564.669921875
47,8,0,0,0,1,10272.4404296875,9585.38671875,4894.22998046875
37,12,0,0,1,0,1726.114013671875,0,0
33,8,0,0,1,1,25327.439453125,25243.55078125,0
49,12,0,0,1,0,0,0,0
53,8,0,0,1,1,17811.689453125,18041.080078125,4004.638916015625
20,12,0,0,0,0,0,0,4013.5048828125
33,12,0,0,0,0,8031.03515625,0,10641.1103515625
30,11,0,0,1,1,18080.109375,15948.1904296875,14356.1103515625
54,6,0,0,1,1,14792.4599609375,9569.2744140625,23820.94921875
19,12,0,0,0,0,336.993896484375,2518.98388671875,7118.208984375
18,11,0,0,0,1,131.27090454101562,218.41940307617188,7503.89599609375
23,14,0,0,0,0,18707.080078125,20499.189453125,22764.380859375
37,16,0,0,1,0,0,2588.805908203125,1754.06103515625
29,13,0,0,1,0,8275.943359375,6645.6767578125,23795.830078125
35,12,0,0,1,0,0,0,0
24,12,0,0,1,0,25862.3203125,18315,25564.669921875
53,12,0,0,1,0,17319.919921875,15826.4501953125,2572.721923828125
23,12,0,0,1,0,0,5494.5,0
40,16,0,0,0,0,0,0,0
27,10,0,0,1,1,16982.919921875,10206.6298828125,6500.51904296875
42,12,0,0,1,0,21645.98046875,23079.05078125,0
21,12,0,0,1,0,7415.8251953125,8060.0322265625,9207.7138671875
29,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
29,12,0,0,1,0,25862.3203125,25243.55078125,25337.099609375
25,12,0,0,1,0,25809.419921875,23548.109375,17465.25
43,9,0,0,1,1,25862.3203125,24047.609375,25564.669921875
54,10,0,0,1,1,14904.1396484375,16347.4404296875,22575.23046875
53,8,0,0,0,1,10642.740234375,2076.77392578125,0
28,18,1,0,1,0,0,10679.26953125,20391.150390625
22,14,0,1,1,0,0,0,16637.720703125
39,10,0,0,1,1,0,0,18768.609375
43,8,0,0,1,1,18338.740234375,2674.741943359375,6395.60107421875
53,9,0,0,1,1,19273.310546875,19326.529296875,19946.349609375
22,14,0,0,0,0,10911.16015625,11162.66015625,25564.669921875
36,12,0,0,1,0,22494.33984375,17681.23046875,17598.25
26,14,0,0,0,0,6367.6171875,603.33868408203125,7586.64794921875
33,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
25,12,0,0,1,0,25348.990234375,25243.55078125,25564.669921875
31,12,0,0,1,0,23816.849609375,25243.55078125,25564.669921875
36,15,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
22,12,0,0,1,0,21140.490234375,24516.6796875,25564.669921875
25,13,0,0,1,0,22214.169921875,23225.849609375,19194.189453125
26,18,0,0,1,0,22557.0390625,25243.55078125,25564.669921875
34,18,0,0,1,0,25862.3203125,25243.55078125,24847.970703125
30,18,0,0,1,0,25862.3203125,25243.55078125,11118.41015625
43,14,0,0,1,0,0,5737.98388671875,8770.306640625
34,9,0,0,1,1,11998.5498046875,12165.240234375,25564.669921875
47,8,0,0,1,1,25862.3203125,16735.939453125,5754.26708984375
16,10,0,0,0,1,0,0,11564.6904296875
28,12,0,0,0,0,11969.16015625,14863.259765625,15094.98046875
23,13,0,0,0,0,3403.24609375,4364.80615234375,13692.6103515625
25,15,0,0,0,0,9085.1201171875,8942.6611328125,9182.5927734375
49,10,0,0,1,1,20852.48046875,22563.439453125,25564.669921875
25,16,0,0,0,0,10529.099609375,6565.11279296875,13806.400390625
21,12,0,0,1,0,11649.7998046875,13031.759765625,18545.470703125
42,12,0,0,1,0,0,0,0
22,15,0,0,0,0,5080.37890625,9279.2421875,21925.029296875
22,14,0,0,0,0,7856.66015625,8394.8232421875,15708.23046875
21,12,0,0,1,0,6653.669921875,8704.5478515625,9407.20703125
24,12,0,0,1,0,6953.43798828125,9041.12890625,25564.669921875
23,12,0,0,1,0,10819.0703125,11033.759765625,25564.669921875
32,5,0,0,0,1,12243.4599609375,11164.4501953125,13265.5498046875
27,12,0,0,1,0,20192.19921875,19867.2109375,25363.69921875
24,14,0,0,1,0,14461.349609375,14660.9501953125,10728.2900390625
23,12,0,0,1,0,15305.7900390625,20375.66015625,17274.619140625
46,8,0,0,1,1,7676.4072265625,2143.01611328125,14135.9296875
55,13,0,0,1,0,21790.970703125,19532.419921875,19377.4296875
17,11,0,0,0,1,0,0,1690.51904296875
28,16,0,0,1,0,0,0,0
40,18,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
50,12,0,0,0,0,4649.33984375,0,5516.35302734375
23,12,0,0,1,0,14864.9599609375,14422.83984375,15493.9599609375
42,12,0,0,1,0,11259.91015625,10786.6904296875,11761.23046875
26,12,0,0,1,0,14598.5,9785.9033203125,14283.7099609375
38,11,0,0,0,1,3918.533935546875,3580.64501953125,0
30,16,0,0,1,0,13771.6904296875,19924.5,65.01997375488281
27,17,0,0,1,0,22594.259765625,11026.599609375,13286.240234375
46,9,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
32,12,0,0,0,0,6318.634765625,17468.1796875,13923.1396484375
36,18,0,0,1,0,0,0,0
18,11,0,0,0,1,0,1018.6939697265625,9481.09375
40,16,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
22,12,0,0,1,0,14904.1396484375,14870.419921875,18134.66015625
20,13,0,0,0,0,1992.573974609375,3321.048095703125,19938.9609375
17,10,0,0,0,1,0,0,3493.345947265625
31,9,0,1,0,1,25862.3203125,25243.55078125,14459.5498046875
40,12,0,0,1,0,24484.9609375,19446.48046875,25399.16015625
33,11,0,0,1,1,22850.9296875,24930.240234375,25564.669921875
17,11,0,0,0,1,1990.614990234375,2463.48388671875,14537.8701171875
28,11,0,0,1,1,21920.279296875,25243.55078125,25564.669921875
27,12,0,0,1,0,0,0,25564.669921875
47,8,0,0,1,1,9518.1181640625,25243.55078125,25564.669921875
52,12,0,0,1,0,25862.3203125,16970.470703125,25564.669921875
34,12,0,0,1,0,25862.3203125,25243.55078125,23625.890625
50,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
23,16,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
29,13,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
25,14,0,0,1,0,21530.380859375,21671.849609375,25564.669921875
28,12,0,0,0,0,25862.3203125,25243.55078125,25564.669921875
38,12,1,0,1,0,13321.0498046875,20934.240234375,16698.310546875
23,10,0,0,1,1,19038.19921875,20033.7109375,19547.369140625
31,12,0,0,1,0,20215.7109375,25243.55078125,21594.01953125
40,11,0,0,1,1,14471.1396484375,15847.9404296875,11187.8701171875
50,12,0,0,1,0,25862.3203125,9549.5810546875,0
44,10,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
51,14,1,0,1,0,0,0,0
38,8,0,0,1,1,4184.994140625,0,0
33,12,0,0,1,0,21404.990234375,16759.2109375,16336.26953125
38,17,0,0,1,0,0,0,0
47,4,0,0,1,1,18801.119140625,17169.189453125,18301.640625
48,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
31,8,0,0,1,1,0,2828.7099609375,7802.39599609375
55,8,0,0,1,1,12163.1298828125,19238.810546875,19312.41015625
49,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
34,12,0,0,1,0,0,19766.94921875,25403.599609375
26,16,0,0,1,0,25045.310546875,11758.83984375,25564.669921875
31,13,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
21,8,0,0,1,1,12694.08984375,14002.1103515625,2164.868896484375
52,16,0,0,0,0,5393.86181640625,7957.98388671875,0
23,16,0,0,1,0,481.9796142578125,7302.72607421875,20507.890625
42,8,0,1,1,1,22208.2890625,24464.759765625,25564.669921875
22,12,0,1,1,0,20019.7890625,19301.470703125,24202.2109375
27,16,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
31,14,0,0,1,0,25862.3203125,25243.55078125,3143.1240234375
30,18,0,0,1,0,25862.3203125,25243.55078125,21772.8203125
46,14,0,0,1,0,0,0,0
18,11,0,0,0,1,3610.928955078125,3457.113037109375,28.076799392700195
17,12,0,0,0,0,3003.555908203125,1090.3060302734375,0
37,8,0,0,1,1,21203.189453125,20187.6796875,20979.279296875
21,8,0,0,1,1,88.16700744628906,7607.0810546875,10282.01953125
21,13,0,0,1,0,21886.970703125,23125.599609375,25564.669921875
19,10,0,0,0,1,1347.9759521484375,4681.69384765625,15569.330078125
16,10,0,0,0,1,0,572.9031982421875,11116.9404296875
28,14,0,0,0,0,24212.619140625,25243.55078125,25564.669921875
35,14,0,0,1,0,24386.990234375,25243.55078125,10821.3896484375
41,18,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
55,12,0,0,1,0,21385.400390625,2864.51611328125,0
39,10,0,0,1,1,12676.4599609375,21505.349609375,23008.19921875
38,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
52,8,0,0,0,1,8228.9208984375,7519.35498046875,23389.4609375
25,11,0,0,1,1,5693.62890625,7884.5810546875,15752.5703125
28,12,0,0,1,0,0,0,0
45,12,0,0,1,0,24281.189453125,25243.55078125,25564.669921875
21,11,0,0,0,1,3885.22607421875,8763.62890625,14499.4501953125
17,10,0,0,0,1,562.3095703125,1149.386962890625,7842.294921875
26,14,0,0,1,0,113.63749694824219,1161.9189453125,486.1719970703125
47,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
18,12,0,0,0,0,8295.5361328125,11624.5595703125,18115.44921875
25,14,0,0,1,0,10938.58984375,519.1934814453125,0
39,10,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
54,12,0,0,1,0,20374.419921875,20499.189453125,10261.330078125
34,12,0,0,1,0,19161.630859375,18297.099609375,15626.9599609375
29,12,0,0,1,0,6647.7919921875,7988.4189453125,11545.48046875
30,12,0,0,0,0,11653.7197265625,4756.88720703125,0
45,12,0,0,0,0,4473.005859375,608.709716796875,0
29,17,0,0,0,0,0,0,0
27,16,0,0,1,0,0,0,0
26,17,0,0,0,0,0,1049.1290283203125,25564.669921875
31,17,0,0,0,0,0,0,24930.73046875
29,17,0,0,0,0,0,0,0
18,11,0,0,0,1,2692.032958984375,1152.968017578125,2049.60693359375
29,12,0,0,1,0,18613.029296875,18098.369140625,19044.939453125
50,12,0,0,1,0,5762.2041015625,4747.93505859375,4028.282958984375
43,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875
41,12,0,0,1,0,17000.560546875,10682.849609375,25564.669921875
22,12,0,0,1,0,9339.8251953125,10183.349609375,17419.439453125
18,12,0,0,0,0,5141.1162109375,4547.4189453125,17395.80078125
43,6,0,0,1,1,25862.3203125,15729.76953125,17883.44921875
29,12,0,0,1,0,14400.6103515625,10822.5,12405.509765625
28,16,0,0,1,0,0,0,0
25,16,0,0,1,0,0,0,0
36,8,0,0,1,1,17447.26953125,16395.76953125,17816.94921875
35,10,0,0,1,1,25862.3203125,25243.55078125,0
55,12,0,0,0,0,18626.75,16180.9404296875,11122.849609375
25,13,0,0,1,0,18656.140625,19629.099609375,24007.150390625
55,12,0,0,1,0,25627.2109375,17298.099609375,25564.669921875
46,13,0,0,1,0,14216.4404296875,15121.0595703125,16012.650390625
32,12,0,0,1,0,2500.02392578125,4314.6767578125,11761.23046875
45,8,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
50,12,0,0,1,0,25862.3203125,25182.6796875,25564.669921875
50,11,0,0,1,1,25862.3203125,25243.55078125,25564.669921875
38,12,0,0,1,0,9618.041015625,9821.7099609375,3305.674072265625
26,12,0,0,1,0,20783.900390625,25243.55078125,0
20,12,0,0,1,0,7774.37109375,12095.419921875,17171.1796875
37,12,0,0,1,0,20828.970703125,19392.76953125,20162.099609375
21,13,0,0,0,0,6577.2587890625,4740.77392578125,16154.509765625
16,10,0,0,0,1,72.49286651611328,1530.7259521484375,2325.94189453125
29,18,0,0,1,0,20948.48046875,21263.66015625,25564.669921875
17,10,0,0,0,1,0,2724.87109375,4759.7568359375
44,12,0,0,1,0,14145.91015625,12312.0498046875,14316.2197265625
45,8,0,0,1,1,9271.2509765625,9950.61328125,10816.9599609375
33,12,0,0,1,0,25617.41015625,25243.55078125,25564.669921875
19,10,0,0,0,1,10323.3798828125,8708.12890625,7218.69384765625
27,15,0,0,1,0,12523.6298828125,15001.1103515625,9110.18359375
53,7,0,0,0,1,10286.150390625,9578.2255859375,10339.650390625
28,16,0,0,1,0,13428.8095703125,14571.4404296875,18087.369140625
24,16,0,0,0,0,22733.369140625,25243.55078125,25564.669921875
53,12,0,0,1,0,23861.91015625,21972.630859375,25474.529296875
28,12,0,0,1,0,20057.009765625,17908.599609375,17652.919921875
26,12,0,0,1,0,6261.81689453125,7191.72607421875,13664.5400390625
24,12,0,1,1,0,19986.48046875,18207.580078125,11244.01953125
25,12,0,0,1,0,4559.2138671875,5045.12890625,14775.7900390625
35,12,0,0,1,0,17415.919921875,10917.3896484375,9924.412109375
31,16,0,0,1,0,25862.3203125,25243.55078125,2365.840087890625
50,12,0,0,1,0,25862.3203125,24090.580078125,0
19,12,0,0,0,0,973.755615234375,617.66131591796875,25564.669921875
51,12,0,0,1,0,25862.3203125,22382.609375,9682.0654296875
49,8,0,0,1,1,25862.3203125,21235.01953125,25564.669921875
21,11,0,0,0,1,10536.9404296875,4457.90283203125,0
25,17,0,0,1,0,0,0,18668.119140625
